game,gameType,number,cardId,md_intensity,json_intensity,md_text,json_text,heatMin,heatMax,relationStage,targetMode,responseMode,interactionType,consentMode,matchRequired,boundaryTags,fallbackPolicy,signalEffects,postAction,schemaVersion,status,exception
大冒险,dare,41,PN-DARE-041,5,5,MATCH题：面对面站好，对视10秒；不用说任何话。,MATCH题：面对面站好，对视10秒；不用说任何话。,4,4,continue,match-pair,public,action,mutual-current-consent,True,proximity,skip-card,,none,2.3,PASS,
大冒险,dare,42,PN-DARE-042,5,5,MATCH题：双方都愿意的话，牵手8秒；时间到后自然松开。,MATCH题：双方都愿意的话，牵手8秒；时间到后自然松开。,4,4,continue,match-pair,public,action,mutual-current-consent,True,proximity;physical-contact,skip-card,,none,2.3,PASS,
大冒险,dare,43,PN-DARE-043,5,5,MATCH题：双方都愿意的话，给对方一个3秒拥抱。,MATCH题：双方都愿意的话，给对方一个3秒拥抱。,4,4,continue,match-pair,public,action,mutual-current-consent,True,proximity;physical-contact,skip-card,,none,2.3,PASS,
大冒险,dare,44,PN-DARE-044,5,5,MATCH题：两个人面对面，从正常距离开始各向前一步；任何一方都可以随时喊停，在最后舒服的位置停5秒。,MATCH题：两个人面对面，从正常距离开始各向前一步；任何一方都可以随时喊停，在最后舒服的位置停5秒。,4,4,continue,match-pair,public,action,mutual-current-consent,True,proximity,skip-card,,none,2.3,PASS,
大冒险,dare,45,PN-DARE-045,5,5,MATCH题：双方都愿意的话，肩并肩坐一轮，再回自己的位置。,MATCH题：双方都愿意的话，肩并肩坐一轮，再回自己的位置。,4,4,continue,match-pair,public,action,mutual-current-consent,True,proximity,skip-card,,none,2.3,PASS,
大冒险,dare,46,PN-DARE-046,5,5,MATCH题：靠近到只有对方能清楚听到的距离，各说一句只有 TA 听见的话。,MATCH题：靠近到只有对方能清楚听到的距离，各说一句只有 TA 听见的话。,4,4,continue,match-pair,public,action,mutual-current-consent,True,proximity,skip-card,,none,2.3,PASS,
大冒险,dare,47,PN-DARE-047,5,5,MATCH题：双方同意后，各自轻轻整理一下对方衣领或袖口一次，然后交换。,MATCH题：双方同意后，各自轻轻整理一下对方衣领或袖口一次，然后交换。,4,4,continue,match-pair,public,action,mutual-current-consent,True,proximity;physical-contact,skip-card,,none,2.3,PASS,
大冒险,dare,48,PN-DARE-048,5,5,MATCH题：两个人选择一个“不需要解释”的双人姿势保持5秒；是否拍照、是否保存，由两个人共同决定。,MATCH题：两个人选择一个“不需要解释”的双人姿势保持5秒；是否拍照、是否保存，由两个人共同决定。,4,4,continue,match-pair,public,action,mutual-current-consent,True,proximity;photo-optional,skip-card,,none,2.3,PASS,
大冒险,dare,49,PN-DARE-049,5,5,MATCH题：双方都愿意的话，让手背或指尖轻轻碰住5秒，中途任何一方都可以结束。,MATCH题：双方都愿意的话，让手背或指尖轻轻碰住5秒，中途任何一方都可以结束。,4,4,continue,match-pair,public,action,mutual-current-consent,True,proximity;physical-contact,skip-card,,none,2.3,PASS,
大冒险,dare,50,PN-DARE-050,5,5,MATCH终局：两个人分别秘密勾选所有自己愿意接受的选项：对视10秒 / 牵手8秒 / 拥抱3秒 / 只聊天不接触。,MATCH终局：两个人分别秘密勾选所有自己愿意接受的选项：对视10秒 / 牵手8秒 / 拥抱3秒 / 只聊天不接触。,4,4,continue,match-pair,private-mutual-result,action,private-mutual-only,True,physical-contact;proximity,no-action-continue-chat,one-off-mutual,execute-intersection-only,2.3,PASS,
谁最可能,most_likely,1,PN-MOST-001,1,1,今晚谁最容易让第一次见面的人觉得“很好聊”？,今晚谁最容易让第一次见面的人觉得“很好聊”？,1,2,notice,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,2,PN-MOST-002,1,1,谁最可能主动发现有人还没融入，然后把 TA 拉进话题？,谁最可能主动发现有人还没融入，然后把 TA 拉进话题？,1,2,notice,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,3,PN-MOST-003,1,1,谁最可能在第一次见面时最快记住别人的名字？,谁最可能在第一次见面时最快记住别人的名字？,1,2,notice,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,4,PN-MOST-004,1,1,谁最容易让刚认识的人放松下来？,谁最容易让刚认识的人放松下来？,1,2,notice,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,5,PN-MOST-005,1,1,谁最可能跟第一次见面的人聊十分钟都不冷场？,谁最可能跟第一次见面的人聊十分钟都不冷场？,1,2,notice,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,6,PN-MOST-006,1,1,谁今晚给人的第一印象和真实聊天后的感觉反差最大？,谁今晚给人的第一印象和真实聊天后的感觉反差最大？,1,2,notice,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,7,PN-MOST-007,1,1,谁最容易成为一桌陌生人之间的连接点？,谁最容易成为一桌陌生人之间的连接点？,1,2,notice,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,8,PN-MOST-008,1,1,谁是今晚“刚认识不久，却感觉已经挺熟”的那个人？,谁是今晚“刚认识不久，却感觉已经挺熟”的那个人？,1,2,notice,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,9,PN-MOST-009,2,2,在场谁最容易让异性第一眼就注意到？,在场谁最容易让异性第一眼就注意到？,2,3,know,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,10,PN-MOST-010,2,2,谁属于“第一眼不一定最显眼，但越聊越有意思”的类型？,谁属于“第一眼不一定最显眼，但越聊越有意思”的类型？,2,3,know,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,11,PN-MOST-011,2,2,谁最可能收到刚认识异性的主动搭话？,谁最可能收到刚认识异性的主动搭话？,2,3,know,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,12,PN-MOST-012,2,2,谁最容易因为聊天方式让异性产生好感？,谁最容易因为聊天方式让异性产生好感？,2,3,know,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,13,PN-MOST-013,2,2,谁最容易因为笑起来的样子让别人记住？,谁最容易因为笑起来的样子让别人记住？,2,3,know,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,14,PN-MOST-014,2,2,谁属于“看起来慢热，但熟一点以后特别有吸引力”的类型？,谁属于“看起来慢热，但熟一点以后特别有吸引力”的类型？,2,3,know,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,15,PN-MOST-015,2,2,谁最容易让别人产生“我想再多了解一点”的感觉？,谁最容易让别人产生“我想再多了解一点”的感觉？,2,3,know,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,16,PN-MOST-016,2,2,谁最可能第一次见面就被别人记住很久？,谁最可能第一次见面就被别人记住很久？,2,3,know,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,17,PN-MOST-017,2,2,谁最容易给人一种“和 TA 单独聊天应该挺舒服”的感觉？,谁最容易给人一种“和 TA 单独聊天应该挺舒服”的感觉？,2,3,know,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,18,PN-MOST-018,2,2,谁最可能本人没意识到，但其实今晚已经被异性注意过好几次？,谁最可能本人没意识到，但其实今晚已经被异性注意过好几次？,2,3,know,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,19,PN-MOST-019,3,3,谁今晚最可能已经对某位异性产生了“还想继续聊”的感觉？,谁今晚最可能已经对某位异性产生了“还想继续聊”的感觉？,3,4,signal,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,20,PN-MOST-020,3,3,谁如果主动邀请一位异性单独聊几分钟，最可能得到回应？,谁如果主动邀请一位异性单独聊几分钟，最可能得到回应？,3,4,signal,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,21,PN-MOST-021,3,3,谁今晚最容易让一个原本没特别注意 TA 的异性慢慢改观？,谁今晚最容易让一个原本没特别注意 TA 的异性慢慢改观？,3,4,signal,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,22,PN-MOST-022,3,3,谁最可能在喜欢一个人时，嘴上不说但行为会很明显？,谁最可能在喜欢一个人时，嘴上不说但行为会很明显？,3,4,signal,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,23,PN-MOST-023,3,3,谁最可能已经偷偷记住了某位异性的很多小细节？,谁最可能已经偷偷记住了某位异性的很多小细节？,3,4,signal,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,24,PN-MOST-024,3,3,谁如果今晚突然收到某位异性的消息，最可能马上露出表情？,谁如果今晚突然收到某位异性的消息，最可能马上露出表情？,3,4,signal,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,25,PN-MOST-025,3,3,谁最可能遇到有感觉的人以后，反而比平常更安静？,谁最可能遇到有感觉的人以后，反而比平常更安静？,3,4,signal,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,26,PN-MOST-026,3,3,谁最可能遇到有感觉的人以后，反而会故意多开几句玩笑？,谁最可能遇到有感觉的人以后，反而会故意多开几句玩笑？,3,4,signal,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,27,PN-MOST-027,3,3,谁今晚最可能已经出现过一次“明明在和大家聊，其实特别注意某一个人”的瞬间？,谁今晚最可能已经出现过一次“明明在和大家聊，其实特别注意某一个人”的瞬间？,3,4,signal,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,28,PN-MOST-028,3,3,谁最可能今晚散场以后，还会想起桌上的某位异性？,谁最可能今晚散场以后，还会想起桌上的某位异性？,3,4,signal,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,29,PN-MOST-029,3,3,谁最可能嘴上说“随便”，其实对自己想坐在谁旁边很有想法？,谁最可能嘴上说“随便”，其实对自己想坐在谁旁边很有想法？,3,4,signal,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,30,PN-MOST-030,3,3,谁最可能在今晚结束之前主动创造一次和某位异性单独说话的机会？,谁最可能在今晚结束之前主动创造一次和某位异性单独说话的机会？,3,4,signal,all-players,aggregate-only,vote,skip-anytime,False,,skip-card,,none,2.3,PASS,
谁最可能,most_likely,31,PN-MOST-031,3,3,谁最可能在散场前终于鼓起勇气，主动找某位异性再聊两分钟？,谁最可能在散场前终于鼓起勇气，主动找某位异性再聊两分钟？,3,4,signal,all-players,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,,none,2.3,PASS,
谁最可能,most_likely,32,PN-MOST-032,3,3,谁最可能因为今晚某一段聊天，对某位异性的印象突然加分很多？,谁最可能因为今晚某一段聊天，对某位异性的印象突然加分很多？,3,4,signal,all-players,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,,none,2.3,PASS,
谁最可能,most_likely,33,PN-MOST-033,3,3,谁最可能嘴上没说，却已经记住了某位异性的好几个小细节？,谁最可能嘴上没说，却已经记住了某位异性的好几个小细节？,3,4,signal,all-players,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,,none,2.3,PASS,
谁最可能,most_likely,34,PN-MOST-034,3,3,谁最可能下一轮如果被分到某位异性旁边，心里会偷偷有点开心？,谁最可能下一轮如果被分到某位异性旁边，心里会偷偷有点开心？,3,4,signal,all-players,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,,none,2.3,PASS,
谁最可能,most_likely,35,PN-MOST-035,4,4,Pair Vote：哪两个人最像从普通聊天慢慢出现了一点不一样的注意？,Pair Vote：哪两个人最像从普通聊天慢慢出现了一点不一样的注意？,4,4,flirt,pair-vote,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,crowd,none,2.3,PASS,
谁最可能,most_likely,36,PN-MOST-036,4,4,Pair Vote：如果给两个人十分钟相对安静的聊天时间，哪一对最不容易冷场？,Pair Vote：如果给两个人十分钟相对安静的聊天时间，哪一对最不容易冷场？,4,4,flirt,pair-vote,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,crowd,none,2.3,PASS,
谁最可能,most_likely,37,PN-MOST-037,4,4,Pair Vote：散场提醒已经来了，哪两个人最像还会说“等一下，我还有一句没讲完”？,Pair Vote：散场提醒已经来了，哪两个人最像还会说“等一下，我还有一句没讲完”？,4,4,flirt,pair-vote,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,crowd,none,2.3,PASS,
谁最可能,most_likely,38,PN-MOST-038,4,4,Pair Vote：哪两个人最容易出现“一个刚说完，另一个已经接住了”的聊天节奏？,Pair Vote：哪两个人最容易出现“一个刚说完，另一个已经接住了”的聊天节奏？,4,4,flirt,pair-vote,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,crowd,none,2.3,PASS,
谁最可能,most_likely,39,PN-MOST-039,4,4,Pair Vote：哪两个人今晚最像已经不止一次主动找过或注意过彼此？,Pair Vote：哪两个人今晚最像已经不止一次主动找过或注意过彼此？,4,4,flirt,pair-vote,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,crowd,none,2.3,PASS,
谁最可能,most_likely,40,PN-MOST-040,4,4,Pair Vote：如果下一轮只允许固定一对搭档，全桌最想继续观察哪两个人？,Pair Vote：如果下一轮只允许固定一对搭档，全桌最想继续观察哪两个人？,4,4,flirt,pair-vote,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,crowd,none,2.3,PASS,
谁最可能,most_likely,41,PN-MOST-041,4,4,Pair Vote：如果今晚结束后还有人会自然互发几条消息，大家最先想到哪一对？,Pair Vote：如果今晚结束后还有人会自然互发几条消息，大家最先想到哪一对？,4,4,flirt,pair-vote,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,crowd,none,2.3,PASS,
谁最可能,most_likely,42,PN-MOST-042,4,4,Pair Vote：如果明天临时约一杯咖啡，哪两个人最不会让大家觉得意外？,Pair Vote：如果明天临时约一杯咖啡，哪两个人最不会让大家觉得意外？,4,4,flirt,pair-vote,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,crowd,none,2.3,PASS,
谁最可能,most_likely,43,PN-MOST-043,4,4,Pair Vote：如果明天有人先发一张表情包或分享，哪两个人最像会自然把聊天接下去？,Pair Vote：如果明天有人先发一张表情包或分享，哪两个人最像会自然把聊天接下去？,4,4,flirt,pair-vote,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,crowd,none,2.3,PASS,
谁最可能,most_likely,44,PN-MOST-044,4,4,Pair Vote：如果现场突然安静半分钟，哪两个人最像还能自然继续聊天？,Pair Vote：如果现场突然安静半分钟，哪两个人最像还能自然继续聊天？,4,4,flirt,pair-vote,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,crowd,none,2.3,PASS,
谁最可能,most_likely,45,PN-MOST-045,4,4,Pair Vote：如果大家决定换下一家，哪两个人最像会不知不觉走在一起继续聊？,Pair Vote：如果大家决定换下一家，哪两个人最像会不知不觉走在一起继续聊？,4,4,flirt,pair-vote,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,crowd,none,2.3,PASS,
谁最可能,most_likely,46,PN-MOST-046,4,4,Pair Vote：如果一周后再见，哪两个人最像能直接接着今晚的话题继续？,Pair Vote：如果一周后再见，哪两个人最像能直接接着今晚的话题继续？,4,4,flirt,pair-vote,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,crowd,none,2.3,PASS,
谁最可能,most_likely,47,PN-MOST-047,4,4,Pair Vote：如果下一次只单独见一个小时，哪两个人最像不会觉得尴尬？,Pair Vote：如果下一次只单独见一个小时，哪两个人最像不会觉得尴尬？,4,4,flirt,pair-vote,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,crowd,none,2.3,PASS,
谁最可能,most_likely,48,PN-MOST-048,4,4,Pair Vote：从刚坐下到现在，哪两个人之间的熟悉感变化最明显？,Pair Vote：从刚坐下到现在，哪两个人之间的熟悉感变化最明显？,4,4,flirt,pair-vote,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,crowd,none,2.3,PASS,
谁最可能,most_likely,49,PN-MOST-049,4,4,Pair Vote：哪两个人现在的互动最不像“刚认识没多久”？,Pair Vote：哪两个人现在的互动最不像“刚认识没多久”？,4,4,flirt,pair-vote,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,crowd,none,2.3,PASS,
谁最可能,most_likely,50,PN-MOST-050,4,4,终局 Pair Vote：今晚哪一对最让大家觉得“如果他们还想继续认识彼此，好像挺自然”？,终局 Pair Vote：今晚哪一对最让大家觉得“如果他们还想继续认识彼此，好像挺自然”？,4,4,flirt,pair-vote,aggregate-only,vote,skip-anytime,False,relationship-sensitive,skip-card,crowd,offer-one-paired-card-if-mutual,2.3,PASS,
我从来没有,never_have_i,1,PN-NHIE-001,1,1,我从来没有第一次认识一个人，就意外聊了很久。,我从来没有第一次认识一个人，就意外聊了很久。,1,2,notice,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,2,PN-NHIE-002,1,1,我从来没有因为发现一个共同爱好，很快就和刚认识的人熟起来。,我从来没有因为发现一个共同爱好，很快就和刚认识的人熟起来。,1,2,notice,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,3,PN-NHIE-003,1,1,我从来没有聚会结束以后才发现，自己其实还想继续聊。,我从来没有聚会结束以后才发现，自己其实还想继续聊。,1,2,notice,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,4,PN-NHIE-004,1,1,我从来没有第一次见一个人时觉得 TA 很安静，后来发现完全不是。,我从来没有第一次见一个人时觉得 TA 很安静，后来发现完全不是。,1,2,notice,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,5,PN-NHIE-005,1,1,我从来没有和刚认识的人因为一个很小的共同点突然聊开。,我从来没有和刚认识的人因为一个很小的共同点突然聊开。,1,2,notice,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,6,PN-NHIE-006,1,1,我从来没有第一次见面就记住了一个人的某个小习惯。,我从来没有第一次见面就记住了一个人的某个小习惯。,1,2,notice,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,7,PN-NHIE-007,1,1,我从来没有聚会结束后想过：“刚才那个人其实挺有意思。”,我从来没有聚会结束后想过：“刚才那个人其实挺有意思。”,1,2,notice,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,8,PN-NHIE-008,1,1,我从来没有本来觉得自己会很拘谨，结果碰到某个人以后很快放松下来。,我从来没有本来觉得自己会很拘谨，结果碰到某个人以后很快放松下来。,1,2,notice,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,9,PN-NHIE-009,2,2,我从来没有因为一个人的笑容，对 TA 的第一印象突然加分。,我从来没有因为一个人的笑容，对 TA 的第一印象突然加分。,2,3,know,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,10,PN-NHIE-010,2,2,我从来没有第一次见面时没什么感觉，后来越聊越觉得这个人有意思。,我从来没有第一次见面时没什么感觉，后来越聊越觉得这个人有意思。,2,3,know,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,11,PN-NHIE-011,2,2,我从来没有因为一个人特别会接话，而想继续和 TA 聊。,我从来没有因为一个人特别会接话，而想继续和 TA 聊。,2,3,know,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,12,PN-NHIE-012,2,2,我从来没有因为一个人的声音很好听，而特别记住 TA。,我从来没有因为一个人的声音很好听，而特别记住 TA。,2,3,know,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,13,PN-NHIE-013,2,2,我从来没有因为一个人的某个小动作突然觉得 TA 挺可爱。,我从来没有因为一个人的某个小动作突然觉得 TA 挺可爱。,2,3,know,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,14,PN-NHIE-014,2,2,我从来没有第一次认识一个人，就主动问过 TA 的联系方式。,我从来没有第一次认识一个人，就主动问过 TA 的联系方式。,2,3,know,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,15,PN-NHIE-015,2,2,我从来没有本来准备走了，因为某个人还在而又多待了一会儿。,我从来没有本来准备走了，因为某个人还在而又多待了一会儿。,2,3,know,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,16,PN-NHIE-016,2,2,我从来没有因为发现两个人喜欢同一件东西，瞬间觉得距离变近了。,我从来没有因为发现两个人喜欢同一件东西，瞬间觉得距离变近了。,2,3,know,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,17,PN-NHIE-017,2,2,我从来没有觉得一个人的性格比外貌更让我想继续认识 TA。,我从来没有觉得一个人的性格比外貌更让我想继续认识 TA。,2,3,know,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,18,PN-NHIE-018,2,2,我从来没有第一次见面以后，还在回想刚才和某个人聊过的内容。,我从来没有第一次见面以后，还在回想刚才和某个人聊过的内容。,2,3,know,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,19,PN-NHIE-019,3,3,我从来没有因为对一个人有点兴趣，而故意找理由和 TA 多聊几句。,我从来没有因为对一个人有点兴趣，而故意找理由和 TA 多聊几句。,3,4,signal,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,20,PN-NHIE-020,3,3,我从来没有偷偷多看过一个刚认识、但觉得挺有吸引力的人。,我从来没有偷偷多看过一个刚认识、但觉得挺有吸引力的人。,3,4,signal,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,21,PN-NHIE-021,3,3,我从来没有明明想和某个人聊天，却故意表现得很随意。,我从来没有明明想和某个人聊天，却故意表现得很随意。,3,4,signal,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,22,PN-NHIE-022,3,3,我从来没有因为一个人在旁边，而突然比平常更注意自己的表现。,我从来没有因为一个人在旁边，而突然比平常更注意自己的表现。,3,4,signal,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,23,PN-NHIE-023,3,3,我从来没有因为某个人在场，而比原计划多待了半小时以上。,我从来没有因为某个人在场，而比原计划多待了半小时以上。,3,4,signal,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,24,PN-NHIE-024,3,3,我从来没有想跟一个人继续聊天，却一直等着对方先开口。,我从来没有想跟一个人继续聊天，却一直等着对方先开口。,3,4,signal,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,25,PN-NHIE-025,3,3,我从来没有因为对某个人有好感，反而不知道应该说什么。,我从来没有因为对某个人有好感，反而不知道应该说什么。,3,4,signal,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,26,PN-NHIE-026,3,3,我从来没有遇到有感觉的人以后，故意比平常更爱开玩笑。,我从来没有遇到有感觉的人以后，故意比平常更爱开玩笑。,3,4,signal,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,27,PN-NHIE-027,3,3,我从来没有在聚会里特别留意某个人正在和谁说话。,我从来没有在聚会里特别留意某个人正在和谁说话。,3,4,signal,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,28,PN-NHIE-028,3,3,我从来没有因为一个刚认识的人，回去以后又翻过聊天记录。,我从来没有因为一个刚认识的人，回去以后又翻过聊天记录。,3,4,signal,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,29,PN-NHIE-029,3,3,我从来没有因为喜欢和某个人聊天，希望聚会不要那么早结束。,我从来没有因为喜欢和某个人聊天，希望聚会不要那么早结束。,3,4,signal,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,30,PN-NHIE-030,3,3,我从来没有觉得“如果 TA 主动一点，我其实会愿意继续认识”。,我从来没有觉得“如果 TA 主动一点，我其实会愿意继续认识”。,3,4,signal,all-players,public,disclosure,skip-anytime,False,,skip-card,shared,none,2.3,PASS,
我从来没有,never_have_i,31,PN-NHIE-031,4,4,我从来没有第一次见面就想过：“如果以后再见 TA 一次，好像也不错。”,我从来没有第一次见面就想过：“如果以后再见 TA 一次，好像也不错。”,4,4,flirt,all-players,private-individual,disclosure,skip-anytime,False,relationship-sensitive,skip-card,,none,2.3,PASS,
我从来没有,never_have_i,32,PN-NHIE-032,4,4,我从来没有刚认识一个人，就认真考虑过要不要主动约下一次。,我从来没有刚认识一个人，就认真考虑过要不要主动约下一次。,4,4,flirt,all-players,private-individual,disclosure,skip-anytime,False,relationship-sensitive,skip-card,,none,2.3,PASS,
我从来没有,never_have_i,33,PN-NHIE-033,4,4,我从来没有因为一个人的眼神，突然觉得气氛有一点不一样。,我从来没有因为一个人的眼神，突然觉得气氛有一点不一样。,4,4,flirt,all-players,private-individual,disclosure,skip-anytime,False,relationship-sensitive,skip-card,,none,2.3,PASS,
我从来没有,never_have_i,34,PN-NHIE-034,4,4,我从来没有和一个人对视以后，明明没发生什么却记了很久。,我从来没有和一个人对视以后，明明没发生什么却记了很久。,4,4,flirt,all-players,private-individual,disclosure,skip-anytime,False,relationship-sensitive,skip-card,,none,2.3,PASS,
我从来没有,never_have_i,35,PN-NHIE-035,4,4,我从来没有感觉过某个人可能也在注意我，但没有去确认。,我从来没有感觉过某个人可能也在注意我，但没有去确认。,4,4,flirt,all-players,private-individual,disclosure,skip-anytime,False,relationship-sensitive,skip-card,,none,2.3,PASS,
我从来没有,never_have_i,36,PN-NHIE-036,4,4,我从来没有明明想坐到某个人旁边，却故意装作随便找位置。,我从来没有明明想坐到某个人旁边，却故意装作随便找位置。,4,4,flirt,all-players,private-individual,disclosure,skip-anytime,False,relationship-sensitive,skip-card,,none,2.3,PASS,
